,sound,points,image_name,Metadata_files
104,mooring,"[[1323.205882352941, 666.7941176470588], [1379.0882352941176, 767.5294117647059]]",20181205T010004-File-21.png,20181205T010004-File-21Metadata
105,mooring,"[[941.5882352941176, 853.5588235294117], [1010.7058823529411, 946.205882352941]]",20181205T010004-File-21.png,20181205T010004-File-21Metadata
106,mooring,"[[865.6756756756757, 858.1621621621621], [944.0540540540541, 940.5945945945946]]",20181205T023004-File-22.png,20181205T023004-File-22Metadata
107,mooring,"[[1371.081081081081, 875.7297297297298], [1433.2432432432433, 940.5945945945946]]",20181205T023004-File-22.png,20181205T023004-File-22Metadata
108,mooring,"[[1531.8918918918919, 860.8648648648648], [1603.5135135135135, 944.6486486486488]]",20181205T023004-File-22.png,20181205T023004-File-22Metadata
109,mooring,"[[809.0722891566264, 949.4216867469879], [863.2891566265059, 865.0843373493974]]",20181205T040004-File-21.png,20181205T040004-File-21Metadata
110,mooring,"[[1135.5783132530119, 928.9397590361446], [1194.6144578313251, 849.4216867469879]]",20181205T040004-File-21.png,20181205T040004-File-21Metadata
111,mooring,"[[1253.6506024096384, 922.9156626506024], [1311.4819277108434, 842.1927710843372]]",20181205T040004-File-21.png,20181205T040004-File-21Metadata
112,mooring,"[[1358.4698795180723, 806.0481927710842], [1415.0963855421685, 721.7108433734938]]",20181205T040004-File-21.png,20181205T040004-File-21Metadata
113,mooring,"[[1739.1927710843372, 763.8795180722891], [1784.9759036144576, 671.1084337349397]]",20181205T040004-File-21.png,20181205T040004-File-21Metadata
114,mooring,"[[1990.9999999999998, 714.4819277108433], [2033.168674698795, 662.6746987951807]]",20181205T040004-File-21.png,20181205T040004-File-21Metadata
115,flow noise,"[[1904.2857142857144, 950.5714285714287], [2066.190476190476, 1060.095238095238]]",20181205T040004-File-21.png,20181205T040004-File-21Metadata
116,flow noise,"[[1761.4285714285716, 962.4761904761906], [1892.3809523809525, 1060.095238095238]]",20181205T040004-File-21.png,20181205T040004-File-21Metadata
117,flow noise,"[[832.8571428571429, 986.2857142857142], [942.3809523809524, 1060.095238095238]]",20181205T040004-File-21.png,20181205T040004-File-21Metadata
119,fish,"[[1241.5882352941176, 488.8529411764705], [1388.6470588235293, 966.7941176470588]]",20181205T070004-File-13.png,20181205T070004-File-13Metadata
120,fish,"[[1396.7352941176468, 510.17647058823525], [1663.6470588235293, 963.8529411764705]]",20181205T070004-File-13.png,20181205T070004-File-13Metadata
121,mooring,"[[1950.4117647058822, 632.235294117647], [2000.4117647058822, 763.8529411764705]]",20181205T070004-File-13.png,20181205T070004-File-13Metadata
122,mooring,"[[2037.9117647058822, 747.6764705882352], [2121.0, 907.9705882352941]]",20181205T070004-File-13.png,20181205T070004-File-13Metadata
123,mooring,"[[959.6746987951807, 925.3253012048192], [1042.8072289156626, 806.0481927710842]]",20181205T070004-File-20.png,20181205T070004-File-20Metadata
124,mooring,"[[1123.5301204819277, 716.8915662650602], [1194.6144578313251, 567.4939759036143]]",20181205T070004-File-20.png,20181205T070004-File-20Metadata
125,mooring,"[[1552.44578313253, 956.6506024096384], [1642.8072289156626, 851.8313253012047]]",20181205T070004-File-20.png,20181205T070004-File-20Metadata
126,mooring,"[[1948.8313253012047, 933.7590361445782], [2017.5060240963853, 850.6265060240962]]",20181205T070004-File-20.png,20181205T070004-File-20Metadata
127,mooring,"[[1450.036144578313, 708.4578313253011], [1512.6867469879517, 619.301204819277]]",20181205T070004-File-28.png,20181205T070004-File-28Metadata
128,mooring,"[[1576.5421686746986, 916.8915662650602], [1636.7831325301204, 796.4096385542168]]",20181205T070004-File-28.png,20181205T070004-File-28Metadata
129,mooring,"[[2050.0361445783133, 869.9036144578313], [2093.4096385542166, 737.3734939759036]]",20181205T070004-File-28.png,20181205T070004-File-28Metadata
130,mooring,"[[1418.7108433734938, 920.5060240963855], [1481.3614457831325, 810.867469879518]]",20181205T083004-File-0.png,20181205T083004-File-0Metadata
131,mooring,"[[1507.3101673101673, 857.9691119691122], [1572.1750321750321, 940.4015444015445]]",20181205T083004-File-20.png,20181205T083004-File-20Metadata
132,mooring,"[[435.23809523809524, 769.6190476190477], [513.8095238095239, 883.9047619047619]]",20181205T083004-File-20.png,20181205T083004-File-20Metadata
134,mooring,"[[554.2857142857143, 645.8095238095239], [637.6190476190476, 786.2857142857143]]",20181205T100004-File-15.png,20181205T100004-File-15Metadata
135,mooring,"[[1123.4620334620333, 799.0244530244531], [1168.056628056628, 867.9433719433721]]",20181205T100004-File-15.png,20181205T100004-File-15Metadata
136,mooring,"[[1585.945945945946, 759.5135135135135], [1617.027027027027, 831.1351351351352]]",20181205T100004-File-15.png,20181205T100004-File-15Metadata
137,mooring,"[[1757.5675675675675, 797.3513513513515], [1799.4594594594596, 882.4864864864865]]",20181205T100004-File-15.png,20181205T100004-File-15Metadata
138,flow noise,"[[780.4761904761905, 1062.4761904761906], [920.952380952381, 1007.7142857142858]]",20181205T100004-File-15.png,20181205T100004-File-15Metadata
139,mooring,"[[1968.5714285714287, 807.7142857142858], [1916.1904761904764, 926.7619047619048]]",20181205T100004-File-15.png,20181205T100004-File-15Metadata
140,mooring,"[[1828.095238095238, 536.2857142857143], [1897.142857142857, 717.2380952380953]]",20181205T100004-File-15.png,20181205T100004-File-15Metadata
141,mooring,"[[1714.4873949579833, 870.6456582633054], [1790.0, 1002.952380952381]]",20181205T100004-File-21.png,20181205T100004-File-21Metadata
142,mooring,"[[523.2058823529411, 816.7941176470588], [571.0, 905.7647058823529]]",20181205T100004-File-21.png,20181205T100004-File-21Metadata
143,mooring,"[[770.2647058823529, 855.7647058823528], [828.3529411764705, 943.2647058823529]]",20181205T100004-File-21.png,20181205T100004-File-21Metadata
144,mooring,"[[879.8235294117646, 888.8529411764705], [943.0588235294117, 980.0294117647059]]",20181205T100004-File-21.png,20181205T100004-File-21Metadata
145,mooring,"[[993.7941176470588, 849.1470588235294], [1069.5294117647059, 974.1470588235293]]",20181205T100004-File-21.png,20181205T100004-File-21Metadata
146,mooring,"[[1839.3823529411764, 597.6764705882352], [1893.7941176470588, 723.4117647058823]]",20181205T100004-File-21.png,20181205T100004-File-21Metadata
147,flow noise,"[[1104.2857142857142, 1000.5714285714287], [1237.6190476190477, 1060.095238095238]]",20181205T100004-File-4.png,20181205T100004-File-4Metadata
148,flow noise,"[[1442.3809523809525, 1007.7142857142858], [1568.5714285714287, 1062.4761904761906]]",20181205T100004-File-4.png,20181205T100004-File-4Metadata
149,flow noise,"[[1568.5714285714287, 1017.2380952380952], [1682.857142857143, 1062.4761904761906]]",20181205T100004-File-4.png,20181205T100004-File-4Metadata
150,mooring,"[[358.9189189189189, 531.1351351351351], [426.4864864864865, 721.6756756756756]]",20181205T100004-File-4.png,20181205T100004-File-4Metadata
151,mooring,"[[581.8918918918919, 639.2432432432432], [652.1621621621622, 756.8108108108108]]",20181205T100004-File-4.png,20181205T100004-File-4Metadata
152,mooring,"[[1048.1081081081081, 836.5405405405406], [1123.7837837837837, 931.1351351351352]]",20181205T100004-File-4.png,20181205T100004-File-4Metadata
153,mooring,"[[461.42857142857144, 829.1428571428571], [544.7619047619048, 931.5238095238096]]",20181205T100004-File-4.png,20181205T100004-File-4Metadata
154,mooring,"[[2100.4117647058815, 852.5084033613446], [2170.9523809523807, 957.7142857142858]]",20181205T113004-File-19.png,20181205T113004-File-19Metadata
155,mooring,"[[1283.2432432432433, 844.6486486486488], [1341.3513513513515, 933.8378378378379]]",20181205T113004-File-19.png,20181205T113004-File-19Metadata
156,mooring,"[[517.0270270270271, 678.1106821106821], [567.0270270270271, 775.4079794079794]]",20181205T113004-File-29.png,20181205T113004-File-29Metadata
157,mooring,"[[1355.8301158301158, 833.1299871299871], [1420.952380952381, 933.9047619047619]]",20181205T113004-File-29.png,20181205T113004-File-29Metadata
158,mooring,"[[1682.857142857143, 817.2380952380952], [1758.918918918919, 928.4324324324325]]",20181205T113004-File-29.png,20181205T113004-File-29Metadata
159,humpback,"[[334.5945945945946, 851.4054054054054], [402.1621621621622, 936.5405405405406]]",20181205T130004-File-10.png,20181205T130004-File-10Metadata
160,mooring,"[[612.9117647058823, 806.4999999999999], [712.9117647058823, 939.5882352941176]]",20181205T130004-File-18.png,20181205T130004-File-18Metadata
161,mooring,"[[2068.7941176470586, 855.7647058823528], [2139.382352941176, 946.205882352941]]",20181205T130004-File-18.png,20181205T130004-File-18Metadata
162,mooring,"[[789.3823529411765, 852.0882352941176], [848.9411764705882, 950.6176470588234]]",20181205T143004-File-16.png,20181205T143004-File-16Metadata
163,mooring,"[[1011.4411764705882, 860.1764705882352], [1083.5, 965.3235294117646]]",20181205T143004-File-16.png,20181205T143004-File-16Metadata
164,mooring,"[[1179.8235294117646, 843.9999999999999], [1251.8823529411764, 963.1176470588234]]",20181205T143004-File-16.png,20181205T143004-File-16Metadata
165,mooring,"[[1779.0882352941176, 824.8823529411764], [1834.2352941176468, 927.8235294117646]]",20181205T143004-File-16.png,20181205T143004-File-16Metadata
166,flow noise,"[[1451.904761904762, 1026.7619047619048], [1554.2857142857144, 1062.4761904761906]]",20181205T143004-File-16.png,20181205T143004-File-16Metadata
167,flow noise,"[[1599.5238095238096, 1026.7619047619048], [1687.6190476190477, 1060.095238095238]]",20181205T143004-File-16.png,20181205T143004-File-16Metadata
168,mooring,"[[1248.1081081081081, 868.9729729729729], [1314.3243243243244, 939.2432432432433]]",20181205T160004-File-19.png,20181205T160004-File-19Metadata
169,mooring,"[[819.5294117647059, 879.2941176470588], [893.7941176470588, 988.1176470588234]]",20181205T173004-File-23.png,20181205T173004-File-23Metadata
170,mooring,"[[1169.5294117647059, 849.1470588235294], [1232.0294117647059, 969.7352941176471]]",20181205T173004-File-23.png,20181205T173004-File-23Metadata
171,flow noise,"[[423.33333333333337, 1010.0952380952381], [562.972972972973, 1060.8648648648648]]",20181205T190004-File-18.png,20181205T190004-File-18Metadata
172,flow noise,"[[601.9047619047619, 1017.2380952380952], [730.5405405405405, 1060.8648648648648]]",20181205T190004-File-18.png,20181205T190004-File-18Metadata
173,flow noise,"[[792.3809523809525, 1019.6190476190479], [881.8918918918919, 1060.1570141570144]]",20181205T190004-File-18.png,20181205T190004-File-18Metadata
174,mooring,"[[1504.2530120481927, 994.0], [1592.2048192771083, 873.5180722891566]]",20181205T190004-File-25.png,20181205T190004-File-25Metadata
175,mooring,"[[1200.4117647058822, 694.735294117647], [1263.6470588235293, 785.1764705882352]]",20181205T190004-File-29.png,20181205T190004-File-29Metadata
176,mooring,"[[464.3243243243243, 873.0270270270271], [531.8918918918919, 940.5945945945946]]",20181205T203004-File-10.png,20181205T203004-File-10Metadata
177,mooring,"[[456.2162162162162, 696.0], [514.3243243243244, 782.4864864864865]]",20181205T203004-File-10.png,20181205T203004-File-10Metadata
178,mooring,"[[1151.7760617760619, 874.3140283140285], [1230.4761904761906, 976.7619047619048]]",20181205T203004-File-10.png,20181205T203004-File-10Metadata
179,flow noise,"[[699.5238095238095, 1007.7142857142858], [825.7142857142858, 1062.4761904761906]]",20181205T203004-File-10.png,20181205T203004-File-10Metadata
180,mooring,"[[1968.7941176470588, 872.6764705882351], [2028.3529411764705, 947.6764705882351]]",20181205T203004-File-27.png,20181205T203004-File-27Metadata
181,mooring,"[[1357.5675675675675, 887.8918918918919], [1411.6216216216217, 943.2972972972973]]",20181205T203004-File-27.png,20181205T203004-File-27Metadata
182,flow noise,"[[1270.952380952381, 1019.6190476190477], [1392.3809523809525, 1057.7142857142858]]",20181205T203004-File-27.png,20181205T203004-File-27Metadata
183,flow noise,"[[947.1428571428572, 1022.0], [1125.7142857142858, 1062.4761904761906]]",20181205T203004-File-27.png,20181205T203004-File-27Metadata
184,flow noise,"[[556.6666666666667, 1031.5238095238096], [747.1428571428572, 1062.4761904761906]]",20181205T203004-File-27.png,20181205T203004-File-27Metadata
185,flow noise,"[[401.9047619047619, 1029.142857142857], [501.9047619047619, 1060.095238095238]]",20181205T203004-File-27.png,20181205T203004-File-27Metadata
186,mooring,"[[565.6756756756757, 787.8918918918919], [627.8378378378378, 932.4864864864865]]",20181205T220004-File-29.png,20181205T220004-File-29Metadata
187,mooring,"[[792.7027027027027, 837.8918918918919], [846.7567567567568, 937.8918918918919]]",20181205T220004-File-29.png,20181205T220004-File-29Metadata
