sound,image_name,time_in_wav_start_sec,time_in_wav_stop_sec
mooring,20181208T220004-File-14.png,883.2155983632857,886.1283316181386
flow noise,20181208T220004-File-14.png,876.7002587279086,880.3028651084329
flow noise,20181208T220004-File-14.png,871.0280651638055,874.860629252887
flow noise,20181208T220004-File-14.png,852.9384450785359,855.6212206248316
flow noise,20181209T023004-File-14.png,850.1789847692858,855.3837618458429
flow noise,20181209T023004-File-14.png,863.6842274702291,869.0351627431812
flow noise,20181209T023004-File-14.png,874.6306715443299,878.079972785816
flow noise,20181209T023004-File-14.png,879.9962548303567,883.6754815869647
mooring,20181209T023004-File-14.png,885.9481127671653,888.469277268108
flow noise,20181209T023004-File-3.png,197.6722000027901,202.36651796876592
flow noise,20181209T023004-File-3.png,203.1024277069582,208.03867933943363
flow noise,20181209T023004-File-3.png,211.02806516380556,216.47030101935147
mooring,20181209T023004-File-3.png,217.84158039720262,220.36274489814534
mooring,20181209T040004-File-21.png,1278.5643122892002,1280.4648839373
mooring,20181209T040004-File-21.png,1291.8683460193354,1294.0404371010027
mooring,20181209T040004-File-21.png,1310.0595685865044,1311.9601402346043
flow noise,20181209T040004-File-21.png,1280.4502359242251,1284.9726409455427
flow noise,20181209T040004-File-21.png,1285.2025986540998,1290.4148768010887
flow noise,20181209T040004-File-21.png,1291.641285719958,1297.5434047991828
flow noise,20181209T040004-File-21.png,1297.8803734867745,1305.2085329773454
flow noise,20181209T040004-File-21.png,1306.5115944657339,1312.4903661144776
flow noise,20181209T040004-File-21.png,1312.1837558364016,1318.3158326241835
mooring,20181209T040004-File-7.png,422.97180820868215,425.18269237992115
mooring,20181209T040004-File-7.png,468.5080703576798,470.7965407080624
flow noise,20181209T040004-File-7.png,470.7965407080624,476.62950828819993
flow noise,20181209T040004-File-7.png,477.31938141387127,479.84885182112896
flow noise,20181209T053004-File-23.png,1405.2792512236188,1410.4148768010887
mooring,20181209T053004-File-23.png,1393.1728776746038,1395.4225227419793
mooring,20181209T053004-File-23.png,1380.993682574874,1383.1269805669692
mooring,20181209T053004-File-23.png,1397.8661332572137,1401.0078906109993
mooring,20181209T053004-File-23.png,1401.5121363885619,1404.2660272335002
mooring,20181209T053004-File-23.png,1411.8683460193354,1414.001644011431
mooring,20181209T053004-File-23.png,1433.3177052090052,1435.1406906779616
mooring,20181209T053004-File-23.png,1383.8936028424657,1386.1164951650826
mooring,20181209T053004-File-23.png,1387.802819501066,1390.4855950473618
flow noise,20181209T070004-File-6.png,360.2143438924224,365.68693815748384
flow noise,20181209T070004-File-6.png,366.5014642647502,371.55869882719315
flow noise,20181209T070004-File-6.png,385.50721293918554,391.41132801140077
flow noise,20181209T070004-File-6.png,391.9846930946154,397.00686900598475
flow noise,20181209T070004-File-6.png,410.0207754969325,414.17669045046125
flow noise,20181209T070004-File-6.png,416.38190857708236,419.77219925160995
mooring,20181209T070004-File-6.png,366.229944831183,367.8590292391511
mooring,20181209T070004-File-6.png,372.7462180761847,374.10378305058555
mooring,20181209T070004-File-6.png,385.54600602875735,387.71809711042454
mooring,20181209T070004-File-6.png,402.26331654624533,404.2414743734889
mooring,20181209T070004-File-6.png,413.8607118827043,415.5285571868088
mooring,20181209T070004-File-6.png,407.5384040855616,408.93472995609886
mooring,20181209T083004-File-21.png,1265.1051062007775,1267.238404192873
mooring,20181209T083004-File-21.png,1268.0917555831466,1269.8371548729594
mooring,20181209T083004-File-21.png,1274.8019298891365,1276.1594948635375
mooring,20181209T083004-File-21.png,1281.5121363885619,1284.5375466670673
mooring,20181209T083004-File-21.png,1311.727413890609,1314.8304103482578
flow noise,20181209T083004-File-21.png,1260.1791242741722,1264.35351825958
flow noise,20181209T083004-File-21.png,1267.238404192873,1271.2521207425523
flow noise,20181209T083004-File-21.png,1273.4831580043074,1277.3841975303342
flow noise,20181209T083004-File-21.png,1283.9945077999328,1288.881857604143
flow noise,20181209T083004-File-21.png,1289.424735504101,1297.0068690059848
flow noise,20181209T083004-File-21.png,1297.2209875443598,1302.5257252376143
flow noise,20181209T083004-File-21.png,1312.4643860121669,1317.7792968309855
flow noise,20181209T083004-File-21.png,1317.8558206267633,1319.848851821129
flow noise,20181209T083004-File-21.png,1301.6059265968213,1310.650736639456
mooring,20181209T143004-File-11.png,668.9062816904129,672.2031792090502
mooring,20181209T143004-File-11.png,689.4247355041009,691.170166987349
mooring,20181209T143004-File-11.png,692.1010723633308,694.7385839395536
flow noise,20181209T143004-File-11.png,670.031088127383,674.2415065669243
flow noise,20181209T143004-File-11.png,694.7773770291254,699.6896445522806
flow noise,20181209T143004-File-11.png,701.0609239301317,706.8948251198938
flow noise,20181209T143004-File-11.png,708.3512239407555,713.7167750333471
flow noise,20181209T143004-File-11.png,714.0934382266997,718.3924851937026
mooring,20181209T173004-File-12.png,723.2045345526776,725.9584253976158
mooring,20181209T173004-File-12.png,729.3717343784037,731.6213794457793
mooring,20181209T173004-File-12.png,740.2969307851872,744.14968015822
mooring,20181209T173004-File-12.png,769.9819824073608,772.2704527577433
flow noise,20181209T173004-File-12.png,720.2143438924224,722.2072785064821
flow noise,20181209T173004-File-12.png,723.0504567711916,728.1094297791423
flow noise,20181209T173004-File-12.png,729.7208077976793,735.6978731943507
flow noise,20181209T173004-File-12.png,736.237081042681,742.6731282468421
flow noise,20181209T173004-File-12.png,743.37391494709,748.3452896175098
flow noise,20181209T173004-File-12.png,749.1118153127002,753.7108729035367
airplane,20181211T130004-File-8.png,485.18269237992115,493.6383303625947
airplane,20181212T100004-File-17.png,1050.8747600247675,1057.33733461964
airplane,20181212T100004-File-27.png,1648.421942187029,1656.3936484498324
airplane,20181213T160004-File-26.png,1570.332289908324,1579.2238270053558
helicopter,20181217T113004-File-25.png,1548.6578020253964,1557.1660762748331
helicopter,20181217T130004-File-18.png,1100.2969307851872,1108.3452896175097
helicopter,20181217T130004-File-5.png,315.85117833338876,324.89598837602364
flow noise,20181217T130004-File-5.png,323.74623202667334,327.6554164918384
mooring,20181217T130004-File-5.png,308.3244497337066,311.34986001221205
helicopter,20181217T190004-File-7.png,426.9596412363567,437.05160714994736
fish,20181217T190004-File-7.png,424.17700165366944,430.34416928596033
airplane,20181218T143004-File-11.png,697.763994218059,703.2330150117989
helicopter,20181218T160004-File-13.png,815.5505023785583,828.2745713712364
fish,20181218T160004-File-26.png,1560.2567104533157,1562.7390818646868
helicopter,20181218T160004-File-26.png,1591.5646331504388,1601.069358610188
mooring,20181218T160004-File-26.png,1613.3952591947134,1615.373417021957
mooring,20181218T173004-File-12.png,726.6178113400302,729.1002149448366
mooring,20181218T173004-File-12.png,743.8005745455092,746.5157044943109
flow noise,20181218T173004-File-12.png,729.2941481992602,733.704938580291
flow noise,20181218T173004-File-12.png,734.8795160682802,739.8370153680729
flow noise,20181218T173004-File-12.png,741.938795986981,747.7320690613575
flow noise,20181218T173004-File-12.png,748.9980759056818,754.5540189748108
flow noise,20181218T173004-File-12.png,756.2900821683781,761.8358843053784
fish,20181218T190004-File-24.png,1443.437260896673,1447.0832640280212
flow noise,20181218T190004-File-24.png,1445.9972184871876,1450.4089424778429
fish,20181218T190004-File-24.png,1462.3654555854,1467.369023691149
flow noise,20181218T190004-File-24.png,1456.7025015372365,1459.1073189628992
flow noise,20181218T190004-File-24.png,1488.7020036121035,1494.4833007285374
flow noise,20181218T190004-File-24.png,1459.8830841740291,1463.7462320266734
flow noise,20181218T233004-File-9.png,541.420342173293,547.1895989449138
flow noise,20181218T233004-File-9.png,546.9281238631693,552.2485719528645
flow noise,20181218T233004-File-9.png,552.5910779113328,558.0740384625703
flow noise,20181218T233004-File-9.png,563.25756787181,567.3488384071976
flow noise,20181218T233004-File-9.png,568.0386793394337,573.6342203340176
flow noise,20181218T233004-File-9.png,574.6610299538454,581.2226637492261
flow noise,20181218T233004-File-9.png,583.0390817573752,589.5009802901058
flow noise,20181218T233004-File-9.png,589.7104951672288,594.2533430199803
flow noise,20181218T233004-File-9.png,595.1731416607735,599.6955788755263
mooring,20181218T233004-File-9.png,581.2160640949835,584.1638881943453
airplane,20181219T173004-File-12.png,760.7118505108562,767.3444708311379
mooring,20181219T173004-File-12.png,749.6574618480963,753.1095317250208
mooring,20181219T173004-File-12.png,750.161707625659,752.4889388721781
mooring,20181219T173004-File-12.png,742.6369750189673,744.6926868319191
flow noise,20181219T173004-File-12.png,738.0988596012091,741.4733432989901
mooring,20181219T173004-File-14.png,842.0021419365639,844.4845133479348
mooring,20181219T173004-File-14.png,889.3613895545179,890.9516808729143
mooring,20181219T173004-File-14.png,894.364957660267,896.7697750859296
helicopter,20181219T173004-File-14.png,870.7981074552484,880.4561380540356
flow noise,20181219T173004-File-14.png,842.8554611334021,847.5099236264402
flow noise,20181219T173004-File-14.png,849.022628765693,853.3280178394556
flow noise,20181219T173004-File-14.png,895.5673502763807,899.7563922748633
flow noise,20181219T173004-File-14.png,889.9608957072201,894.0233853114232
mooring,20181219T190004-File-12.png,742.1715223309765,744.8866200863428
mooring,20181219T190004-File-12.png,760.5954712421408,763.5820884310743
mooring,20181219T190004-File-12.png,767.7323373399852,769.4001826440898
mooring,20181219T190004-File-12.png,777.8170275371915,779.6012521100114
helicopter,20181219T190004-File-12.png,752.2545062761102,761.9125368748973
helicopter,20181219T190004-File-15.png,906.7296835277996,915.3912629162745
mooring,20181219T190004-File-15.png,918.2152066764893,920.5424701164436
mooring,20181219T190004-File-15.png,943.0002886678035,945.8705265880217
helicopter,20181219T190004-File-16.png,988.4985947565478,999.2297291351663
flow noise,20181221T113004-File-1.png,71.78865653575028,75.23795777723645
fish,20181223T053004-File-16.png,994.6998230434172,1000.9160534711499
fish,20181223T053004-File-16.png,1002.1424623900192,1008.469277268108
fish,20181223T053004-File-16.png,1011.1456141273379,1012.8134594314424
mooring,20181223T053004-File-16.png,969.7983939768229,971.6601725353511
mooring,20181223T053004-File-16.png,1014.6364770938342,1015.9552489786632
mooring,20181224T053004-File-18.png,1095.344968756271,1097.7109930923618
mooring,20181224T053004-File-18.png,1083.2821207318211,1085.337832544773
mooring,20181224T053004-File-18.png,1113.65253839872,1115.9410087491026
mooring,20181224T053004-File-18.png,1119.0051799237444,1120.6730574212843
humpback,20181227T083004-File-26.png,1569.914741052103,1573.4056040185992
humpback,20181227T083004-File-26.png,1596.4064614370934,1598.2682399956218
humpback,20181227T083004-File-26.png,1598.9276259380363,1600.2076047332935
humpback,20181227T083004-File-26.png,1604.4742007174843,1605.7541795127415
humpback,20181227T083004-File-26.png,1562.118489011844,1563.9027135846638
humpback,20181227T083004-File-26.png,1564.639685706222,1565.8808714119075
humpback,20181227T083004-File-26.png,1560.8385102165867,1561.847001771712
humpback,20181227T083004-File-26.png,1580.4648839373,1581.783655822129
humpback,20181227T083004-File-26.png,1574.4916495594327,1576.0819086843937
humpback,20181227T083004-File-26.png,1583.4127080366618,1585.04179244463
humpback,20181227T083004-File-26.png,1586.3993252255955,1587.7568901999964
humpback,20181227T083004-File-26.png,1588.5714163072628,1589.4635285936727
humpback,20181227T083004-File-26.png,1591.0150268224972,1592.5664928578863
humpback,20181227T083004-File-26.png,1590.8210935680736,1592.2562125281827
humpback,20181227T083004-File-26.png,1607.6935442504134,1611.1068210377662
humpback,20181227T083004-File-26.png,1608.895936866527,1610.4474350953517
fish,20181227T083004-File-26.png,1564.430170829099,1576.5410192656248
fish,20181227T083004-File-26.png,1560.2143438924224,1563.4336874253515
fish,20181227T083004-File-26.png,1608.8877597339535,1611.5705674736846
airplane,20181227T100004-File-0.png,43.271808101370695,49.11771744251058
humpback,20181227T100004-File-0.png,3.9802997638074964,6.57905044389382
humpback,20181227T100004-File-0.png,26.360532136023707,28.88172883040177
mooring,20181227T100004-File-0.png,56.30432239793876,58.20489404603876
humpback,20181227T100004-File-22.png,1323.592401061525,1325.1051062007775
humpback,20181227T100004-File-22.png,1320.4506437077393,1321.7694155925685
humpback,20181227T100004-File-22.png,1325.764492143192,1326.9281238631693
humpback,20181227T100004-File-22.png,1329.2165620201165,1331.660172535351
humpback,20181227T100004-File-22.png,1334.026196871442,1335.9655616091138
humpback,20181227T100004-File-22.png,1338.2152066764893,1340.2709506828764
humpback,20181227T100004-File-22.png,1341.4733432989901,1342.2878694062565
humpback,20181227T100004-File-22.png,1343.1799816926664,1345.1193464303383
humpback,20181227T100004-File-22.png,1346.505660142488,1347.6554164918384
humpback,20181227T100004-File-22.png,1347.83447637914,1350.3944339696545
humpback,20181227T100004-File-22.png,1350.2392616113673,1350.9374406433535
humpback,20181227T100004-File-22.png,1351.8683460193354,1353.225878800301
humpback,20181227T100004-File-22.png,1359.4706326117355,1360.5954712421408
airplane,20181227T100004-File-22.png,1362.7287692342363,1367.3056777415661
humpback,20181227T100004-File-22.png,1368.1202038488325,1369.2838355688098
humpback,20181227T100004-File-22.png,1372.580733087447,1373.472845373857
humpback,20181227T100004-File-22.png,1374.0934382266998,1375.1018975883899
humpback,20181227T100004-File-22.png,1376.9637083403534,1378.2824802251823
humpback,20181227T100004-File-22.png,1378.476413479606,1379.7563922748632
helicopter,20181227T100004-File-26.png,1599.3830342742044,1611.9537981278445
airplane,20181227T100004-File-6.png,367.238404192873,373.444397108171
humpback,20181227T100004-File-6.png,373.59953727302286,375.7328352651183
humpback,20181227T100004-File-6.png,401.40999734940715,403.65967461021796
humpback,20181227T100004-File-6.png,394.97131028354903,396.3676683475217
fish,20181227T100004-File-6.png,360.25671045331575,366.7341906087457
humpback,20181227T100004-File-6.png,378.0212734220656,379.72791181574195
humpback,20181227T100004-File-6.png,382.1715223309764,383.9945077999328
humpback,20181227T100004-File-6.png,386.5544653904474,387.17509043672544
humpback,20181227T100004-File-6.png,389.69625493766813,391.4416864209163
humpback,20181227T100004-File-6.png,406.2972183798761,407.6159580712698
humpback,20181227T100004-File-6.png,409.9044284216524,411.6110668153288
humpback,20181227T100004-File-6.png,414.0546451371279,415.3346239323852
humpback,20181227T100004-File-6.png,415.87766279951967,416.8861221612097
humpback,20181227T113004-File-8.png,480.528229886883,482.27366137013115
humpback,20181227T113004-File-8.png,484.5233064375066,486.5014642647502
humpback,20181227T113004-File-8.png,495.65524908597473,497.9824803324938
humpback,20181227T113004-File-8.png,500.6200241021519,502.5593888398237
humpback,20181227T113004-File-8.png,504.6151328462109,506.67084465916275
humpback,20181227T113004-File-8.png,525.3663130038943,526.9178112327188
humpback,20181227T113004-File-8.png,509.3859424145291,510.5883672240781
humpback,20181227T113004-File-8.png,511.053819912069,512.1398332594673
humpback,20181227T113004-File-8.png,530.4862281849234,532.0377264137479
humpback,20181227T113004-File-8.png,533.2013259402897,534.6752379899707
humpback,20181227T113004-File-8.png,536.1103891435151,537.5067150140525
humpback,20181227T113004-File-8.png,513.3422580690163,514.7773770291254
humpback,20181227T113004-File-8.png,515.1264826418362,516.4840154228018
humpback,20181227T113004-File-8.png,536.2462776340401,538.5457903327406
helicopter,20181228T100004-File-10.png,612.7851399394978,621.9832551211707
humpback,20181229T040004-File-17.png,1035.4225227419793,1038.0212734220656
humpback,20181229T040004-File-17.png,1057.2985415300682,1059.6258049700225
fish,20181229T053004-File-22.png,1329.6044285289638,1332.7850111657565
fish,20181229T053004-File-22.png,1336.1982879531092,1338.9909718876193
mooring,20181229T053004-File-22.png,1375.4797519388496,1377.6259916919475
fish,20181229T130004-File-9.png,546.7341906087456,553.7546774378748
humpback,20181229T130004-File-9.png,556.7412946268083,558.6806593644801
humpback,20181229T130004-File-9.png,578.7724857731844,580.9057837652798
fish,20181229T130004-File-9.png,594.0233853114232,599.925504390648
humpback,20181229T143004-File-9.png,547.8977901352876,549.449288364112
humpback,20181229T143004-File-9.png,574.0791979971391,575.7082824051072
humpback,20181229T143004-File-9.png,597.584301193196,599.795185364435
humpback,20181231T040004-File-17.png,1023.5924010615249,1025.5317657991966
humpback,20181231T040004-File-17.png,1029.022628765693,1031.0395796825082
humpback,20181231T040004-File-17.png,1046.5932584800191,1048.4550692319826
humpback,20181231T040004-File-17.png,1051.8295529297636,1053.65253839872
humpback,20181231T040004-File-17.png,1075.683729545096,1077.4291610283442
flow noise,20181231T040004-File-17.png,1045.1193464303383,1047.2721858376785
humpback,20181231T070004-File-8.png,506.3605321360237,507.79568328956816
humpback,20181231T070004-File-8.png,511.3641002417727,513.225878800301
humpback,20181231T070004-File-8.png,529.1286632105225,530.7189545289189
humpback,20181231T070004-File-8.png,534.2485783915516,536.5370487419342
humpback,20181231T070004-File-8.png,480.1377235163387,481.59409014376513
humpback,20181231T083004-File-6.png,394.9325171939773,396.9494681107926
humpback,20181231T083004-File-6.png,399.85853131401797,402.1469694709653
humpback,20181231T083004-File-6.png,365.7644921431921,368.0141694040029
humpback,20190104T040004-File-25.png,1503.2821207318211,1504.4845133479348
humpback,20190104T040004-File-25.png,1506.385084996035,1508.557176077702
humpback,20190104T040004-File-25.png,1508.8674886008412,1510.1862604856701
humpback,20190104T040004-File-25.png,1512.3195584777657,1513.3668109290275
humpback,20190104T040004-File-25.png,1511.5825863562075,1513.715884348303
humpback,20190104T040004-File-25.png,1538.4233801604735,1540.90578376528
humpback,20190104T040004-File-25.png,1532.3337987073262,1533.8077107570073
humpback,20190104T040004-File-25.png,1500.3730575285958,1501.6918294134248
humpback,20190104T040004-File-25.png,1501.6918294134248,1503.3597069109649
humpback,20190104T040004-File-25.png,1542.5348359798127,1544.2802674630607
humpback,20190104T040004-File-25.png,1546.452358544728,1547.9650636839806
humpback,20190104T040004-File-25.png,1549.245042479238,1552.6583192665905
humpback,20190104T040004-File-25.png,1553.3952591947134,1555.9552489786633
humpback,20190104T040004-File-25.png,1556.0715960539433,1557.9333746124714
humpback,20190104T040004-File-25.png,1558.4376203900342,1559.6012521100115
humpback,20190104T040004-File-25.png,1516.234441180984,1517.6141552388913
humpback,20190104T040004-File-25.png,1519.2238270053558,1520.9868039108585
humpback,20190104T040004-File-25.png,1523.0563589010019,1525.0492935150617
humpback,20190104T130004-File-26.png,1578.835799529332,1581.201823865423
humpback,20190104T130004-File-26.png,1609.4777688232334,1611.6886208010371
humpback,20190105T100004-File-13.png,794.4916495594329,797.0128140603756
humpback,20190105T100004-File-13.png,798.8405641577607,802.366517968766
humpback,20190105T100004-File-13.png,818.5785203253254,820.9833377509881
humpback,20190105T100004-File-13.png,826.0256989463089,828.7020036121035
humpback,20190105T100004-File-13.png,781.1876158292976,785.1966643308541
humpback,20190105T100004-File-13.png,800.3097437724482,803.4515011262337
humpback,20190105T100004-File-13.png,804.4211673983519,806.7871917344428
humpback,20190105T100004-File-13.png,805.2025986540998,810.1229145360873
humpback,20190105T100004-File-13.png,806.2053919711718,806.2053919711718
humpback,20190105T100004-File-13.png,824.6719649907122,828.3917232823998
humpback,20190105T100004-File-13.png,830.3698811096433,833.8607118827043
humpback,20190105T100004-File-13.png,832.1180490348945,833.7471334428626
humpback,20190105T113004-File-5.png,303.9415066742357,307.122057117593
humpback,20190105T113004-File-5.png,309.02262876569296,310.49654081537386
humpback,20190105T113004-File-5.png,318.75824554362373,320.7751642670038
humpback,20190105T113004-File-5.png,321.24061695499466,323.17998169266644
humpback,20190105T113004-File-5.png,333.57498441301175,336.0573558243827
humpback,20190105T113004-File-5.png,301.3427559941494,302.66152787897846
humpback,20190105T113004-File-5.png,303.59240106152487,304.60089261665024
humpback,20190105T113004-File-5.png,305.72573124705565,306.69539751917387
humpback,20190105T113004-File-5.png,308.2468957479984,309.56566763282746
humpback,20190105T113004-File-5.png,310.26381447137845,311.1559267577884
humpback,20190105T113004-File-5.png,311.27230602650377,312.43590555304564
humpback,20190105T113004-File-5.png,313.0564984058884,314.2589232154374
humpback,20190105T113004-File-5.png,314.10378305058555,315.18979639798386
humpback,20190105T113004-File-5.png,316.0819086843938,317.245540404371
humpback,20190105T113004-File-5.png,319.0685258733274,320.038224338881
humpback,20190105T113004-File-5.png,321.74486273255735,323.0248415278146
humpback,20190105T113004-File-5.png,324.42116739835194,326.8259848240146
humpback,20190105T113004-File-5.png,329.3859424145291,331.17016698734903
humpback,20190105T113004-File-5.png,332.8768053810254,334.5834437747018
humpback,20190105T113004-File-5.png,338.656106504469,340.20760473329346
humpback,20190105T113004-File-5.png,337.4149207987835,338.57852032532537
humpback,20190105T113004-File-5.png,341.91424312696984,342.88390939908805
humpback,20190105T113004-File-5.png,342.88390939908805,343.89240095421343
humpback,20190105T113004-File-5.png,344.93965340547527,345.8705265880217
humpback,20190105T113004-File-5.png,355.56735027638064,357.54550810362423
humpback,20190105T113004-File-5.png,347.96506368398065,348.70200361210345
humpback,20190105T113004-File-5.png,350.4474350953516,351.4558944570416
humpback,20190105T113004-File-5.png,327.1955332681595,328.19198447847174
flow noise,20190105T113004-File-5.png,308.41600786378314,311.55869882719315
humpback,20190105T130004-File-6.png,374.33647720114567,376.31463502838926
humpback,20190105T130004-File-6.png,376.81888080595195,378.0988596012092
humpback,20190105T130004-File-6.png,378.9521787980474,380.85275044614735
humpback,20190105T130004-File-6.png,395.08768955226446,396.9494681107926
humpback,20190105T130004-File-6.png,400.0524645684416,401.40999734940715
humpback,20190105T173004-File-27.png,1621.824015658887,1625.9631900260445
humpback,20190105T173004-File-27.png,1627.703856880864,1630.2250535752419
humpback,20190105T173004-File-27.png,1650.5681819401266,1654.6306715443297
humpback,20190105T173004-File-27.png,1656.1349420035262,1658.6931933419683
fish,20190105T173004-File-27.png,1657.8803734867745,1664.1638881943454
humpback,20190105T173004-File-27.png,1676.322930203559,1679.8727393501433
humpback,20190108T053004-File-14.png,854.0261968714419,856.0043546986856
humpback,20190108T053004-File-14.png,883.5045344453662,885.6378324374616
humpback,20190108T053004-File-17.png,1031.5825863562075,1033.7546774378748
humpback,20190108T053004-File-17.png,1048.105963619272,1050.1229145360871
humpback,20190108T053004-File-17.png,1054.0404371010027,1055.5143491506835
humpback,20190108T053004-File-17.png,1068.9735230456706,1070.9516808729143
flow noise,20190108T053004-File-17.png,1037.3075449608152,1042.289865399247
airplane,20190108T100004-File-16.png,1004.1353970040789,1010.8040417784941
flow noise,20190108T100004-File-16.png,960.5976067400176,964.8336189606457
mooring,20190108T100004-File-16.png,995.6271227546421,998.7698459114873
humpback,20190108T190004-File-10.png,612.7074249866129,615.1897963979839
humpback,20190108T190004-File-10.png,639.1215591924598,641.3712042598354
humpback,20190108T190004-File-10.png,652.3480067434516,653.2401190298616
humpback,20190108T190004-File-10.png,654.2098174954151,654.9855505131097
humpback,20190108T190004-File-10.png,656.3043223979388,657.1576415947769
humpback,20190108T190004-File-10.png,657.6618873723396,658.5539674653143
flow noise,20190108T190004-File-10.png,607.9561246401042,613.0917180241387
humpback,20190109T010004-File-1.png,62.85546113340209,65.06634530464112
humpback,20190109T010004-File-1.png,91.3641002417727,93.3034649794445
flow noise,20190109T010004-File-1.png,80.22027821566812,86.5823127120072
flow noise,20190109T010004-File-1.png,94.19557726585447,99.07642399612821
humpback,20190109T010004-File-24.png,1471.0925808082054,1472.7216652161735
humpback,20190109T010004-File-24.png,1445.764492143192,1447.3159903720166
humpback,20190109T010004-File-24.png,1494.364957660267,1496.265529308367
flow noise,20190109T010004-File-24.png,1444.7367811071751,1449.1058809894546
flow noise,20190109T010004-File-24.png,1450.3026075609503,1454.4714642754814
flow noise,20190109T010004-File-24.png,1455.616455996403,1460.143625646149
flow noise,20190109T010004-File-24.png,1478.7724857731844,1482.9856406547287
flow noise,20190109T010004-File-24.png,1493.1625650441533,1497.0127711357952
humpback,20190109T010004-File-24.png,1462.673128246842,1469.8783088144553
humpback,20190109T010004-File-24.png,1486.9714776894127,1493.1802392401491
flow noise,20190109T070004-File-29.png,1755.4225227419793,1761.6766448430947
flow noise,20190109T070004-File-29.png,1762.947255348671,1768.1153319089526
flow noise,20190109T070004-File-29.png,1789.9044284216525,1795.786362216926
flow noise,20190109T070004-File-29.png,1797.9326019700236,1799.848851821129
flow noise,20190109T083004-File-27.png,1624.329373183083,1629.7957541151259
flow noise,20190109T083004-File-27.png,1658.6165407724493,1663.9054392955218
flow noise,20190109T083004-File-27.png,1665.2851533534292,1670.7273892089752
flow noise,20190109T083004-File-27.png,1672.5670186839968,1677.1660762748331
mooring,20190109T083004-File-27.png,1657.160174145023,1659.4596868437234
flow noise,20190109T160004-File-5.png,301.977320797925,306.3464528736397
flow noise,20190109T160004-File-5.png,308.2081026584266,313.3216757326958
flow noise,20190109T160004-File-5.png,313.5516334412529,319.913667937592
flow noise,20190109T160004-File-5.png,320.6035410632633,325.585861501695
flow noise,20190109T160004-File-5.png,334.8161701186972,337.5434047991827
flow noise,20190109T160004-File-5.png,340.20760473329346,344.1353970040789
flow noise,20190109T160004-File-5.png,346.02569894630886,349.96089570722
flow noise,20190109T190004-File-5.png,300.25671045331575,306.7296835277996
flow noise,20190109T190004-File-5.png,307.0832640280212,313.85824371932904
flow noise,20190109T190004-File-5.png,313.90981760272655,321.67664484309455
flow noise,20190109T190004-File-5.png,321.82994998213263,327.8853742003956
flow noise,20190109T190004-File-5.png,328.11533190895267,334.5540189748108
flow noise,20190109T190004-File-5.png,336.5469535888705,341.222663749226
flow noise,20190109T190004-File-5.png,355.32644679981155,359.84885182112896
humpback,20190110T040004-File-14.png,859.8442910844574,861.6284834638419
flow noise,20190110T040004-File-14.png,862.7921151838192,869.265088258303
